zona,quartos,area,preco
oeste,1.0,40.0,700
oeste,4.0,250.0,17900
oeste,3.0,230.0,4500
oeste,1.0,400.0,26000
oeste,2.0,105.0,1100
oeste,2.0,200.0,3000
oeste,2.0,110.0,2800
oeste,1.0,30.0,870
oeste,1.0,30.0,1000
oeste,3.0,130.0,1800
oeste,1.0,110.0,6000
oeste,1.0,40.0,800
oeste,2.0,90.0,1200
oeste,4.0,250.0,8000
oeste,3.0,220.0,3300
oeste,1.0,40.0,750
oeste,,100.0,2500
oeste,1.0,100.0,1100
oeste,,100.0,3000
oeste,,90.0,2100
oeste,1.0,40.0,600
oeste,,180.0,3200
oeste,,200.0,4500
oeste,,150.0,6900
oeste,3.0,300.0,7000
oeste,2.0,130.0,4000
oeste,,180.0,7000
oeste,,160.0,4900
oeste,3.0,120.0,4300
oeste,2.0,86.0,2200
oeste,,360.0,17800
oeste,,335.0,20000
oeste,3.0,140.0,2300
oeste,,250.0,6000
oeste,2.0,110.0,3000
oeste,1.0,30.0,1070
oeste,1.0,32.0,1100
oeste,1.0,45.0,780
oeste,3.0,286.0,16000
oeste,,120.0,4500
oeste,4.0,600.0,15000
oeste,,350.0,10500
oeste,4.0,340.0,9500
oeste,2.0,150.0,2550
oeste,4.0,400.0,10000
oeste,,350.0,6000
oeste,,300.0,5500
oeste,,150.0,6600
oeste,,100.0,7300
oeste,,70.0,7000
oeste,2.0,250.0,10000
oeste,2.0,75.0,3500
oeste,,320.0,13500
oeste,,130.0,8700
oeste,3.0,280.0,10000
oeste,4.0,250.0,12000
oeste,,1.0,50000
oeste,,200.0,5500
oeste,,500.0,18000
oeste,,230.0,10000
oeste,,470.0,14000
oeste,,150.0,10500
oeste,,420.0,16000
oeste,,230.0,6000
oeste,3.0,160.0,6500
oeste,4.0,1.0,18000
oeste,,280.0,7000
oeste,4.0,550.0,80000
oeste,,140.0,6000
oeste,,1.0,55000
oeste,,470.0,28000
oeste,,220.0,12000
oeste,,173.0,4000
oeste,,400.0,8000
oeste,3.0,465.0,9000
oeste,,320.0,14000
oeste,,270.0,14000
oeste,3.0,310.0,7500
oeste,,220.0,6000
oeste,,145.0,3500
oeste,4.0,1.0,30000
oeste,,176.0,6000
oeste,4.0,176.0,2000
oeste,,220.0,14000
oeste,,160.0,4500
oeste,4.0,330.0,15000
oeste,1.0,113.0,6000
oeste,,280.0,9000
oeste,3.0,250.0,17000
oeste,,166.0,12000
oeste,3.0,600.0,15000
oeste,,250.0,7000
oeste,,300.0,12000
oeste,,300.0,70000
oeste,,86.0,4000
oeste,,246.0,12000
oeste,,549.0,40000
oeste,3.0,135.0,2500
oeste,,400.0,10000
oeste,,1.0,50000
oeste,,120.0,3900
oeste,,650.0,15000
oeste,5.0,180.0,8000
oeste,,180.0,7500
oeste,,700.0,18000
oeste,,240.0,6000
oeste,,260.0,17000
oeste,,350.0,20000
oeste,2.0,300.0,2700
oeste,,450.0,15500
oeste,,120.0,6500
oeste,3.0,200.0,15000
oeste,2.0,120.0,6000
oeste,4.0,350.0,7900
oeste,2.0,240.0,4600
oeste,,400.0,12000
